"CASEID_NEW","PPGENDER","RESPONDENT_RACE","PPAGE","RESPONDENT_YRSED","HHINC","PPPARTYID3","GLBSTATUS","SAME_SEX_COUPLE","PARTNER_RACE","AGE_DIFFERENCE","PARTNER_YRSED","Q23","Q12","HOW_LONG_RELATIONSHIP","PARENTAL_APPROVAL","RELATIONSHIP_QUALITY"
4131553,"(1) male","(1) NH white",55,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(3) partner earned more","(1) republican",39,NA,"(5) excellent"
4133451,"(2) female","(6) Hispanic",45,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",8,13,"(3) partner earned more","(2) democrat",16,NA,"(5) excellent"
4134391,"(1) male","(1) NH white",39,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",7,11,"(1) i earned more","(5) no preference",13,"(1) approve","(5) excellent"
4135235,"(2) female","(2) NH black",23,12,17250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",5,12,"(2) we earned about the same amount","(5) no preference",0.44999998808,"(0) don't approve or don't know","(3) fair"
4136311,"(1) male","(6) Hispanic",31,20,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,7.5,"(1) i earned more","(2) democrat",8,"(0) don't approve or don't know","(3) fair"
4137681,"(2) female","(1) NH white",68,11,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",9,9,"(3) partner earned more","(2) democrat",10,NA,"(5) excellent"
4138321,"(1) male","(1) NH white",32,12,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(3) partner earned more","(2) democrat",14,"(1) approve","(5) excellent"
4139266,"(1) male","(1) NH white",26,13,2e+05,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(2) democrat",2.5,"(0) don't approve or don't know","(3) fair"
4140291,"(2) female","(1) NH white",29,16,112250,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",11,16,"(3) partner earned more","(3) independent",10,"(1) approve","(4) good"
4141421,"(1) male","(1) NH white",42,14,37250,"(1) republican","(0) not glb","(0) different sex couple","(3) NH Amer Indian",4,13,"(1) i earned more","(1) republican",25,"(1) approve","(5) excellent"
4142622,"(2) female","(1) NH white",62,12,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",6,12,"(2) we earned about the same amount","(2) democrat",0.44999998808,NA,"(5) excellent"
4143305,"(2) female","(1) NH white",30,12,37250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,13,"(2) we earned about the same amount","(3) independent",2.5,"(0) don't approve or don't know","(4) good"
4145331,"(1) male","(1) NH white",33,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(1) i earned more","(2) democrat",11,"(1) approve","(5) excellent"
4147263,"(2) female","(1) NH white",26,13,37250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",6,13,"(1) i earned more","(2) democrat",2.5,"(1) approve","(4) good"
4148521,"(2) female","(2) NH black",52,13,37250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",4,16,"(3) partner earned more","(2) democrat",30,"(0) don't approve or don't know","(4) good"
4149281,"(2) female","(1) NH white",28,17,162250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",12,12,"(1) i earned more","(1) republican",7,"(1) approve","(4) good"
4150351,"(1) male","(6) Hispanic",35,17,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(3) partner earned more","(2) democrat",15,"(1) approve","(5) excellent"
4154401,"(2) female","(1) NH white",40,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,20,"(3) partner earned more","(2) democrat",0,NA,"(5) excellent"
4156566,"(2) female","(1) NH white",56,17,137250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",3,13,"(1) i earned more","(2) democrat",26,NA,"(5) excellent"
4158544,"(1) male","(2) NH black",54,11,6250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",4,12,"(1) i earned more","(2) democrat",6,NA,"(5) excellent"
4161446,"(2) female","(1) NH white",44,16,80000,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",15,13,"(1) i earned more","(3) independent",11,"(1) approve","(5) excellent"
4162836,"(1) male","(1) NH white",83,17,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",25,17,"(3) partner earned more","(2) democrat",33,NA,"(5) excellent"
4164546,"(1) male","(1) NH white",54,16,92250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,13,"(3) partner earned more","(2) democrat",33,"(1) approve","(5) excellent"
4165616,"(1) male","(1) NH white",61,13,137250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",16,12,"(1) i earned more","(2) democrat",10,NA,"(5) excellent"
4167361,"(1) male","(1) NH white",36,14,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(1) i earned more","(1) republican",13,"(1) approve","(5) excellent"
4168555,"(1) male","(1) NH white",55,12,17250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,11,"(1) i earned more","(2) democrat",32,NA,"(3) fair"
4169431,"(2) female","(1) NH white",43,13,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",16,16,"(3) partner earned more","(1) republican",23,"(1) approve","(5) excellent"
4170295,"(1) male","(6) Hispanic",29,13,37250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",8,13,"(2) we earned about the same amount","(5) no preference",2.5,"(0) don't approve or don't know","(4) good"
4171621,"(1) male","(1) NH white",62,13,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(3) partner earned more","(2) democrat",32,NA,"(2) poor"
4172215,"(1) male","(1) NH white",21,16,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,16,"(3) partner earned more","(1) republican",1.5,"(1) approve","(5) excellent"
4174761,"(1) male","(1) NH white",76,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(1) i earned more","(2) democrat",56,NA,"(5) excellent"
4175506,"(2) female","(1) NH white",50,9,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(2) we earned about the same amount","(3) independent",31,NA,"(3) fair"
4176275,"(2) female","(1) NH white",27,14,13750,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(2) we earned about the same amount","(1) republican",0.44999998808,"(1) approve","(5) excellent"
4177791,"(1) male","(1) NH white",79,16,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",15,13,"(1) i earned more","(5) no preference",NA,NA,"(5) excellent"
4178551,"(1) male","(1) NH white",55,13,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",6,13,"(1) i earned more","(3) independent",28,NA,"(4) good"
4180501,"(1) male","(1) NH white",50,16,137250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",9,16,"(1) i earned more","(1) republican",11,"(1) approve","(5) excellent"
4181551,"(1) male","(1) NH white",55,17,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(3) independent",23,"(1) approve","(4) good"
4182701,"(1) male","(1) NH white",70,17,137250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",16,17,"(3) partner earned more","(1) republican",38,NA,"(5) excellent"
4183235,"(2) female","(1) NH white",23,13,22250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",7,20,"(3) partner earned more","(5) no preference",1.5,"(1) approve","(5) excellent"
4187491,"(2) female","(1) NH white",49,16,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(3) partner earned more","(3) independent",8,"(1) approve","(5) excellent"
4190391,"(1) male","(1) NH white",39,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",6,12,"(3) partner earned more","(1) republican",16,"(0) don't approve or don't know","(2) poor"
4191521,"(1) male","(1) NH white",52,20,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(1) i earned more","(3) independent",23,"(1) approve","(3) fair"
4192621,"(2) female","(1) NH white",62,17,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(2) we earned about the same amount","(2) democrat",41,NA,"(5) excellent"
4193661,"(1) male","(6) Hispanic",66,12,80000,"(3) democrat","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",4,14,"(1) i earned more","(2) democrat",47,NA,"(5) excellent"
4194511,"(2) female","(1) NH white",51,16,137250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(5) no preference",9,"(1) approve","(4) good"
4195661,"(1) male","(1) NH white",66,11,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(5) no preference",51,NA,NA
4197351,"(2) female","(6) Hispanic",35,17,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,16,"(3) partner earned more","(1) republican",6,"(1) approve","(5) excellent"
4198592,"(2) female","(1) NH white",59,12,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",16,12,"(3) partner earned more","(1) republican",4,"(1) approve","(5) excellent"
4199553,"(1) male","(1) NH white",55,16,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(3) partner earned more","(5) no preference",23,"(1) approve","(3) fair"
4201445,"(1) male","(1) NH white",44,16,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",18,13,"(3) partner earned more","(5) no preference",1.5,NA,"(5) excellent"
4202381,"(2) female","(1) NH white",38,16,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(2) democrat",20,"(1) approve","(5) excellent"
4203591,"(2) female","(1) NH white",59,14,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(3) independent",36,NA,"(5) excellent"
4204465,"(1) male","(5) NH Other",46,16,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,17,"(3) partner earned more","(1) republican",27,"(0) don't approve or don't know","(4) good"
4205251,"(2) female","(1) NH white",25,14,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,20,"(3) partner earned more","(4) another party, please specify",6,"(1) approve",NA
4210581,"(2) female","(6) Hispanic",58,12,67250,"(2) other","(0) not glb","(0) different sex couple","(6) Hispanic",3,13,"(3) partner earned more","(2) democrat",5,NA,"(5) excellent"
4212411,"(1) male","(1) NH white",41,20,137250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,16,"(1) i earned more","(1) republican",13,"(1) approve","(5) excellent"
4215471,"(2) female","(1) NH white",47,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,12,"(3) partner earned more","(2) democrat",29,"(1) approve","(4) good"
4216511,"(2) female","(1) NH white",51,12,137250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(3) partner earned more","(3) independent",34,"(1) approve","(5) excellent"
4218401,"(1) male","(1) NH white",40,16,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,17,"(1) i earned more","(1) republican",19,"(1) approve","(5) excellent"
4219751,"(1) male","(1) NH white",75,16,80000,"(2) other","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(3) independent",56,NA,"(5) excellent"
4220781,"(1) male","(1) NH white",78,12,45000,"(3) democrat","(0) not glb","(0) different sex couple",NA,0,12,"(1) i earned more","(2) democrat",58,NA,"(4) good"
4221761,"(1) male","(1) NH white",76,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(1) i earned more","(1) republican",59,NA,"(5) excellent"
4222515,"(1) male","(1) NH white",51,12,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",7,13,"(3) partner earned more","(1) republican",2.5,"(1) approve","(4) good"
4224431,"(1) male","(1) NH white",43,13,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(3) partner earned more","(1) republican",9,"(1) approve","(5) excellent"
4226275,"(2) female","(1) NH white",27,16,17250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",10,16,"(3) partner earned more","(2) democrat",1.5,"(0) don't approve or don't know","(4) good"
4227451,"(2) female","(6) Hispanic",45,13,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,16,"(3) partner earned more","(1) republican",16,"(1) approve","(5) excellent"
4228671,"(1) male","(1) NH white",67,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,17,"(3) partner earned more","(2) democrat",29,NA,"(5) excellent"
4229591,"(2) female","(1) NH white",59,17,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",21,14,"(1) i earned more","(1) republican",NA,NA,"(5) excellent"
4231311,"(2) female","(1) NH white",31,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(1) i earned more","(1) republican",8,"(1) approve","(5) excellent"
4233321,"(2) female","(6) Hispanic",32,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",0,12,"(3) partner earned more","(5) no preference",11,"(1) approve","(5) excellent"
4234601,"(2) female","(1) NH white",60,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,12,"(3) partner earned more","(1) republican",20,NA,"(5) excellent"
4236251,"(1) male","(1) NH white",25,9,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(3) partner earned more","(5) no preference",2.5,"(1) approve","(5) excellent"
4237501,"(2) female","(1) NH white",50,13,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",13,13,"(2) we earned about the same amount","(5) no preference",1.5,"(1) approve","(5) excellent"
4239461,"(2) female","(1) NH white",46,14,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",19,14,"(2) we earned about the same amount","(5) no preference",9,"(1) approve","(5) excellent"
4240551,"(2) female","(1) NH white",55,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",13,12,"(1) i earned more","(2) democrat",17,NA,"(3) fair"
4241205,"(2) female","(1) NH white",20,13,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(1) republican",4,"(0) don't approve or don't know","(4) good"
4242391,"(2) female","(6) Hispanic",39,13,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(1) republican",22,"(1) approve","(5) excellent"
4244731,"(1) male","(1) NH white",73,13,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",12,13,"(2) we earned about the same amount","(1) republican",0.44999998808,NA,"(5) excellent"
4245591,"(2) female","(6) Hispanic",59,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",10,12,"(3) partner earned more","(1) republican",36,NA,"(5) excellent"
4247671,"(1) male","(1) NH white",67,17,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(1) republican",47,NA,"(5) excellent"
4249751,"(2) female","(1) NH white",75,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(3) partner earned more","(3) independent",55,NA,"(3) fair"
4251691,"(2) female","(1) NH white",69,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",9,12,"(3) partner earned more","(2) democrat",NA,NA,"(5) excellent"
4252251,"(2) female","(1) NH white",25,16,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,14,"(1) i earned more","(5) no preference",4,"(0) don't approve or don't know","(4) good"
4253681,"(1) male","(1) NH white",68,14,13750,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",15,12,"(1) i earned more","(2) democrat",1.5,NA,"(5) excellent"
4254681,"(1) male","(1) NH white",68,16,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",11,12,"(1) i earned more","(2) democrat",36,"(1) approve","(4) good"
4255651,"(1) male","(1) NH white",65,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,14,"(1) i earned more","(5) no preference",44,"(1) approve","(5) excellent"
4256503,"(2) female","(1) NH white",50,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(3) independent",4,"(1) approve","(5) excellent"
4258275,"(1) male","(2) NH black",27,13,22250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",5,14,"(3) partner earned more","(2) democrat",0.15000000596,"(0) don't approve or don't know","(3) fair"
4259731,"(1) male","(1) NH white",73,12,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(1) republican",53,NA,"(4) good"
4260742,"(2) female","(6) Hispanic",74,13,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",30,17,"(3) partner earned more","(3) independent",13,NA,"(5) excellent"
4261311,"(1) male","(1) NH white",31,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,14,"(2) we earned about the same amount","(2) democrat",7,"(1) approve","(4) good"
4262255,"(2) female","(1) NH white",25,16,22250,"(3) democrat","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",1,16,"(2) we earned about the same amount","(3) independent",0.44999998808,"(0) don't approve or don't know","(5) excellent"
4263381,"(2) female","(1) NH white",38,14,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",6,12,"(1) i earned more","(5) no preference",14,NA,"(3) fair"
4265461,"(1) male","(6) Hispanic",46,14,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",6,12,"(1) i earned more","(3) independent",20,NA,"(5) excellent"
4266721,"(1) male","(1) NH white",72,12,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(3) independent",54,NA,"(5) excellent"
4267494,"(2) female","(2) NH black",49,10,8750,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",3,11,"(3) partner earned more","(2) democrat",32,NA,"(3) fair"
4270851,"(2) female","(1) NH white",85,12,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,16,"(3) partner earned more","(1) republican",66,NA,"(5) excellent"
4271215,"(1) male","(6) Hispanic",21,14,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,11,"(1) i earned more","(2) democrat",1.5,"(0) don't approve or don't know","(4) good"
4273411,"(1) male","(1) NH white",41,10,32250,"(2) other","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(3) independent",20,"(1) approve","(4) good"
4274443,"(1) male","(1) NH white",44,12,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(1) i earned more","(3) independent",0.44999998808,"(0) don't approve or don't know","(5) excellent"
4275581,"(2) female","(6) Hispanic",58,16,162250,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",3,16,"(2) we earned about the same amount","(2) democrat",34,NA,"(4) good"
4277553,"(1) male","(1) NH white",55,13,11250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",24,12,"(2) we earned about the same amount","(5) no preference",6,"(0) don't approve or don't know","(3) fair"
4278431,"(2) female","(1) NH white",43,16,162250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(3) partner earned more","(2) democrat",25,"(1) approve","(4) good"
4280781,"(2) female","(1) NH white",78,12,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(2) we earned about the same amount","(3) independent",55,NA,"(5) excellent"
4281244,"(2) female","(6) Hispanic",24,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(3) partner earned more","(2) democrat",0.05000000075,"(1) approve","(5) excellent"
4284351,"(1) male","(1) NH white",35,13,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(1) i earned more","(2) democrat",9,"(1) approve","(5) excellent"
4285395,"(1) male","(1) NH white",39,12,11250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(2) we earned about the same amount","(2) democrat",7,NA,"(3) fair"
4287561,"(1) male","(1) NH white",56,10,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,14,"(3) partner earned more","(5) no preference",30,"(1) approve","(4) good"
4288421,"(1) male","(1) NH white",42,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(1) republican",24,"(1) approve","(4) good"
4289621,"(1) male","(1) NH white",62,16,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(1) republican",39,NA,"(5) excellent"
4290441,"(1) male","(1) NH white",44,14,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(1) i earned more","(1) republican",11,"(1) approve","(5) excellent"
4291361,"(2) female","(1) NH white",36,13,17250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(3) partner earned more","(1) republican",17,"(1) approve","(4) good"
4293435,"(2) female","(2) NH black",43,12,13750,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",10,12,"(2) we earned about the same amount","(2) democrat",13,"(0) don't approve or don't know","(3) fair"
4295471,"(1) male","(1) NH white",47,12,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(1) i earned more","(3) independent",24,"(0) don't approve or don't know","(5) excellent"
4297541,"(2) female","(1) NH white",54,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(3) partner earned more","(5) no preference",37,NA,"(5) excellent"
4299381,"(1) male","(1) NH white",38,17,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(2) democrat",18,"(1) approve","(5) excellent"
4300261,"(1) male","(1) NH white",26,16,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(2) democrat",9,"(1) approve","(5) excellent"
4302361,"(2) female","(2) NH black",36,16,37250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",4,13,"(1) i earned more","(2) democrat",12,"(1) approve","(5) excellent"
4305691,"(2) female","(1) NH white",69,13,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(1) republican",55,"(1) approve","(5) excellent"
4306371,"(1) male","(1) NH white",37,13,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",10,12,"(1) i earned more","(5) no preference",2.5,"(1) approve","(3) fair"
4307423,"(1) male","(3) NH Amer Indian",42,12,17250,"(2) other","(0) not glb","(0) different sex couple","(3) NH Amer Indian",5,12,"(3) partner earned more","(5) no preference",12,NA,"(5) excellent"
4308551,"(2) female","(1) NH white",55,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",10,13,"(3) partner earned more","(2) democrat",31,NA,"(4) good"
4312325,"(2) female","(1) NH white",32,13,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",9,11,"(1) i earned more","(1) republican",1.5,"(0) don't approve or don't know","(5) excellent"
4313491,"(2) female","(1) NH white",49,12,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,10,"(1) i earned more","(2) democrat",20,"(1) approve","(5) excellent"
4314411,"(1) male","(1) NH white",41,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(1) i earned more","(3) independent",6,"(1) approve","(5) excellent"
4315281,"(1) male","(1) NH white",28,13,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(1) i earned more","(2) democrat",4,"(1) approve","(5) excellent"
4316396,"(2) female","(1) NH white",39,12,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,10,"(3) partner earned more","(1) republican",14,"(0) don't approve or don't know","(4) good"
4317556,"(2) female","(4) NH Asian Pac Islander",55,9,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,20,"(3) partner earned more","(5) no preference",8,"(0) don't approve or don't know","(4) good"
4318573,"(1) male","(1) NH white",57,11,13750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(1) republican",4,NA,"(5) excellent"
4319416,"(2) female","(1) NH white",41,13,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,14,"(2) we earned about the same amount","(5) no preference",2.5,"(1) approve","(5) excellent"
4320771,"(2) female",NA,77,12,80000,"(2) other","(0) not glb","(0) different sex couple","(1) NH white",7,14,"(3) partner earned more",NA,59,NA,"(4) good"
4321381,"(1) male","(1) NH white",38,16,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,16,"(3) partner earned more","(3) independent",11,"(1) approve","(4) good"
4322543,"(1) male","(1) NH white",54,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",17,12,"(3) partner earned more","(2) democrat",6,"(1) approve","(4) good"
4324731,"(1) male","(1) NH white",73,9,55000,"(1) republican","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",9,12,"(3) partner earned more","(1) republican",24,NA,"(5) excellent"
4325255,"(2) female","(2) NH black",25,14,67250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",1,13,"(1) i earned more","(3) independent",1.5,"(1) approve","(4) good"
4328571,"(2) female","(1) NH white",57,16,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(1) i earned more","(2) democrat",10,NA,"(5) excellent"
4329541,"(2) female","(1) NH white",54,11,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(2) we earned about the same amount","(2) democrat",31,"(0) don't approve or don't know","(4) good"
4330621,"(1) male","(1) NH white",62,12,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",7,12,"(3) partner earned more","(1) republican",29,NA,"(3) fair"
4331731,"(1) male","(1) NH white",73,13,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(2) democrat",54,NA,"(5) excellent"
4332581,"(1) male","(1) NH white",58,20,162250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,16,"(1) i earned more","(3) independent",25,NA,"(5) excellent"
4333481,"(1) male","(1) NH white",48,13,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",13,16,"(2) we earned about the same amount","(1) republican",10,"(1) approve","(5) excellent"
4334513,"(2) female","(1) NH white",51,12,13750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,10,"(1) i earned more","(5) no preference",21,"(1) approve","(4) good"
4335822,"(2) female","(1) NH white",82,13,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",9,12,"(3) partner earned more","(1) republican",63,NA,"(5) excellent"
4340431,"(2) female","(1) NH white",43,17,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",12,14,"(1) i earned more","(1) republican",NA,"(1) approve","(5) excellent"
4343316,"(1) male","(4) NH Asian Pac Islander",31,16,37250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",13,16,"(1) i earned more","(5) no preference",1.5,"(0) don't approve or don't know","(3) fair"
4344621,"(1) male","(1) NH white",62,16,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(1) i earned more","(1) republican",39,NA,"(5) excellent"
4346371,"(1) male","(1) NH white",37,13,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(3) independent",20,"(1) approve","(5) excellent"
4349761,"(2) female","(1) NH white",76,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(3) partner earned more","(2) democrat",60,NA,"(5) excellent"
4350661,"(1) male","(1) NH white",66,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,13,"(1) i earned more","(1) republican",44,NA,"(5) excellent"
